Property URL,MLS ID,Property type,Property price (USD),Sold date (MM/DD/YYYY),Living area,Living area unit,Price per living area unit (USD),Lot/land area,Lot/land area unit,Bedrooms,Bathrooms,Street address,City,Zip,State,Country
https://www.zillow.com/homedetails/2617-Garland-Ave-Louisville-KY-40211/73581722_zpid/,,Single Family,50000,11/15/24,1654,sqft,30.23,5994,sqft,1,1,2617 Garland Ave,Louisville,40211,KY,USA
https://www.zillow.com/homedetails/1724-Garland-Ave-Louisville-KY-40210/73583515_zpid/,,Single Family,50000,11/27/24,1144,sqft,43.71,0.27,acres,2,1,1724 Garland Ave,Louisville,40210,KY,USA
https://www.zillow.com/homedetails/2727-Portland-Ave-Louisville-KY-40212/73590667_zpid/,,Single Family,50000,11/26/24,1120,sqft,44.64,5662.8,sqft,2,1,2727 Portland Ave,Louisville,40212,KY,USA
https://www.zillow.com/homedetails/1849-Bolling-Ave-Louisville-KY-40210/73605855_zpid/,,Single Family,50000,09/25/24,1600,sqft,31.25,3920.4,sqft,2,2,1849 Bolling Ave,Louisville,40210,KY,USA
https://www.zillow.com/homedetails/215-E-Southern-Heights-Ave-Louisville-KY-40209/73611544_zpid/,,Single Family,50000,10/15/24,756,sqft,66.14,4791.6,sqft,1,1,215 E Southern Heights Ave,Louisville,40209,KY,USA
https://www.zillow.com/homedetails/2107-Magazine-St-Louisville-KY-40211/73621048_zpid/,,Single Family,50000,09/16/24,962,sqft,51.98,4356,sqft,2,1,2107 Magazine St,Louisville,40211,KY,USA
https://www.zillow.com/homedetails/4212-Greenwood-Ave-Louisville-KY-40211/73664300_zpid/,,Single Family,50000,10/30/24,966,sqft,51.76,5662.8,sqft,3,1,4212 Greenwood Ave,Louisville,40211,KY,USA
https://www.zillow.com/homedetails/3000-Wilkie-Rd-Louisville-KY-40216/73574061_zpid/,,Single Family,51187,11/04/24,1025,sqft,49.94,0.29,acres,,1.5,3000 Wilkie Rd,Louisville,40216,KY,USA
https://www.zillow.com/homedetails/681-S-42nd-St-Louisville-KY-40211/73456493_zpid/,,Single Family,54000,11/08/24,1593,sqft,33.9,6098.4,sqft,3,2,681 S 42nd St,Louisville,40211,KY,USA
https://www.zillow.com/homedetails/2321-Greenwood-Ave-Louisville-KY-40210/73583929_zpid/,,Single Family,54000,09/12/24,,,,,,4,2,2321 Greenwood Ave,Louisville,40210,KY,USA
https://www.zillow.com/homedetails/1819-Owen-St-Louisville-KY-40203/73631024_zpid/,,Single Family,54900,11/22/24,929,sqft,59.1,2613.6,sqft,2,1,1819 Owen St,Louisville,40203,KY,USA
https://www.zillow.com/homedetails/221-S-41st-St-Louisville-KY-40212/73459252_zpid/,,Single Family,55000,10/03/24,1534,sqft,35.85,4879,sqft,1,1,221 S 41st St,Louisville,40212,KY,USA
https://www.zillow.com/homedetails/3802-Larkwood-Ave-Louisville-KY-40212/73470328_zpid/,,Single Family,55000,11/11/24,1011,sqft,54.4,3920.4,sqft,2,1,3802 Larkwood Ave,Louisville,40212,KY,USA
https://www.zillow.com/homedetails/406-S-20th-St-Louisville-KY-40203/73531814_zpid/,,Single Family,55000,09/23/24,702,sqft,78.35,1742.4,sqft,1,1,406 S 20th St,Louisville,40203,KY,USA
https://www.zillow.com/homedetails/2508-Greenwood-Ave-Louisville-KY-40210/73597239_zpid/,,Single Family,55000,11/13/24,1242,sqft,44.28,5227.2,sqft,3,1,2508 Greenwood Ave,Louisville,40210,KY,USA
https://www.zillow.com/homedetails/1606-S-28th-St-Louisville-KY-40211/73598933_zpid/,,Single Family,55000,09/27/24,960,sqft,57.29,6098,sqft,1,1,1606 S 28th St,Louisville,40211,KY,USA
https://www.zillow.com/homedetails/3317-Dumesnil-St-Louisville-KY-40211/73664403_zpid/,,Single Family,55000,11/19/24,1028,sqft,53.5,4182,sqft,1,1,3317 Dumesnil St,Louisville,40211,KY,USA
https://www.zillow.com/homedetails/6701-North-Dr-Louisville-KY-40272/114018815_zpid/,,Single Family,55000,11/20/24,1000,sqft,55,0.26,acres,,1,6701 North Dr,Louisville,40272,KY,USA
https://www.zillow.com/homedetails/336-S-43rd-St-Louisville-KY-40212/73620148_zpid/,,Single Family,55890,10/18/24,1444,sqft,38.7,4240,sqft,1,1,336 S 43rd St,Louisville,40212,KY,USA
https://www.zillow.com/homedetails/114-N-44th-St-Louisville-KY-40212/73472465_zpid/,,Single Family,57500,09/06/24,1985,sqft,28.97,6098.4,sqft,3,3,114 N 44th St,Louisville,40212,KY,USA
https://www.zillow.com/homedetails/1794-Wilart-Dr-Louisville-KY-40210/73438434_zpid/,,Single Family,59000,11/12/24,1164,sqft,50.69,5144,sqft,4,1,1794 Wilart Dr,Louisville,40210,KY,USA
https://www.zillow.com/homedetails/1846-W-Kentucky-St-Louisville-KY-40210/73583819_zpid/,,Single Family,59740,10/09/24,1056,sqft,56.57,,,2,1,1846 W Kentucky St,Louisville,40210,KY,USA
